CNT,TIME,FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV
12184,200.47363,0.36275,2.07954,200.3916,0.08203,438,1
12208,200.86768,0.40398,0.75135,200.6377,0.22998,439,1
12250,201.55811,0.5342,0.38308,201.42627,0.13184,440,1
12277,202.00195,0.49717,0.3235,201.77148,0.23047,441,1
12305,202.46143,0.47171,0.22795,202.21484,0.24658,442,1
12338,203.00342,0.47211,0.33283,202.47803,0.52539,443,1
12359,203.34863,0.47195,0.30249,203.02002,0.32861,444,1
12400,204.02197,0.50411,0.69136,203.5127,0.50928,445,1
12420,204.35059,0.49324,0.64313,204.03857,0.31201,446,1
12440,204.6792,0.45222,0.95316,204.4165,0.2627,447,1
12459,204.99121,0.50126,0.35274,204.74512,0.24609,448,1
12476,205.27051,0.47405,0.22226,205.05713,0.21338,449,1
12520,205.99365,0.43411,0.42794,205.33643,0.65723,450,1
12545,206.4043,0.63557,0.31737,206.20703,0.19727,451,1
12560,206.65088,0.57985,0.27538,206.42139,0.22949,452,1
12575,206.89697,0.42193,0.26205,206.67236,0.22461,453,1
12592,207.17627,0.1529,0.23698,206.96289,0.21338,454,1
12605,207.38965,0.31605,0.31764,207.19287,0.19678,455,1
12633,207.8501,0.51491,0.4418,207.45557,0.39453,456,1
12650,208.12939,0.53526,0.39526,207.86621,0.26318,457,1
12668,208.4248,0.76197,0.19471,208.19482,0.22998,458,1
12706,209.0498,0.54462,0.21794,208.54004,0.50977,459,1
12727,209.39404,0.54741,0.20839,209.06543,0.32861,460,1
12783,210.31396,0.53716,0.2287,209.41064,0.90332,461,1
12800,210.59375,0.26194,0.15229,210.37988,0.21387,462,1
12828,211.05322,0.52895,0.53797,210.75879,0.29443,463,1
12886,212.00635,0.50575,0.42866,211.06982,0.93652,464,1
12912,212.43359,0.52033,0.42548,212.02295,0.41064,465,1
12929,212.71289,0.78043,0.21459,212.49902,0.21387,466,1
12960,213.22217,0.84462,0.15547,212.729,0.49316,467,1
13016,214.14209,0.83503,0.17025,213.23828,0.90381,468,1
13043,214.58545,0.82975,0.2519,214.1582,0.42725,469,1
13076,215.12793,0.84268,0.983,214.70068,0.42725,470,1
13126,215.94922,0.85621,0.9003,215.14404,0.80518,471,1
13166,216.60596,0.84724,0.91536,215.96533,0.64063,472,1
13183,216.88525,0.56768,0.87317,216.67285,0.2124,473,1
13206,217.26318,0.14207,0.86707,216.95117,0.31201,474,1
13234,217.72412,0.15419,0.88018,217.27979,0.44434,475,1
13267,218.26514,0.156,0.88777,217.73975,0.52539,476,1
13291,218.65967,0.15098,0.86952,218.28174,0.37793,477,1
13304,218.87305,0.13892,0.64118,218.67627,0.19678,478,1
13329,219.28418,0.14708,0.10423,218.98828,0.2959,479,1
13353,219.67822,0.16312,0.10773,219.30029,0.37793,480,1
13383,220.1709,0.14865,0.08311,219.69482,0.47607,481,1
13418,220.74609,0.16631,0.15795,220.1875,0.55859,482,1
13441,221.12402,0.51426,0.25147,220.8125,0.31152,483,1
13455,221.354,0.4183,0.17569,221.14014,0.21387,484,1
13543,222.7998,0.19193,0.15302,221.41943,1.38037,485,1
13568,223.21045,0.39273,0.13692,222.86523,0.34521,486,1
13638,224.36035,0.39354,0.1353,223.22705,1.1333,487,1
13654,224.62305,0.55194,0.13786,224.37646,0.24658,488,1
13674,224.95166,0.60691,0.16218,224.63965,0.31201,489,1
13706,225.47754,0.61824,0.13281,224.96826,0.50928,490,1
13744,226.10156,0.61465,0.12196,225.49365,0.60791,491,1
13758,226.33154,0.71074,0.18571,226.11816,0.21338,492,1
13794,226.92334,0.81892,0.24615,226.39746,0.52588,493,1
13836,227.61328,0.81959,0.25803,226.93945,0.67383,494,1
13860,228.00732,0.79635,0.30976,227.62939,0.37793,495,1
13884,228.40186,0.72535,0.49843,228.07324,0.32861,496,1
13914,228.89453,0.71522,0.5215,228.41797,0.47656,497,1
13933,229.20654,0.71404,0.50805,228.91113,0.29541,498,1
13946,229.41992,0.76402,0.67254,229.22314,0.19678,499,1
14017,230.58643,0.80654,0.87666,229.48584,1.10059,500,1
14031,230.81641,0.71906,0.8259,230.60303,0.21338,501,1
14057,231.24365,0.60416,0.79535,230.83643,0.40723,502,1
14158,232.90283,0.5943,0.80295,231.26025,1.64258,503,1
14190,233.42871,0.39204,0.7976,232.96875,0.45996,504,1
14231,234.10205,0.38733,0.77705,233.44531,0.65674,505,1
14246,234.34863,0.28805,0.78823,234.11865,0.22998,506,1
14287,235.02246,0.16833,0.76114,234.36523,0.65723,507,1
14321,235.58057,0.16698,0.73515,235.03857,0.54199,508,1
14361,236.23779,0.27376,0.4352,235.64648,0.59131,509,1
14423,237.25635,0.2784,0.42627,236.25439,1.00195,510,1
14472,238.06152,0.50154,0.44079,237.32227,0.73926,511,1
14494,238.42285,0.51453,0.42805,238.07764,0.34521,512,1
14561,239.52393,0.49243,0.43548,238.43945,1.08447,513,1
14588,239.9668,0.49191,0.4445,239.54053,0.42627,514,1
14602,240.19727,0.45082,0.4025,239.98389,0.21338,515,1
14695,241.7251,0.51651,0.69756,240.70654,1.01855,516,1
14724,242.20166,0.42442,0.66737,241.98779,0.21387,517,1
14754,242.69434,0.26691,0.80373,242.26709,0.42725,518,1
14777,243.07227,0.00144,0.44231,242.8584,0.21387,519,1
14809,243.59766,0.54114,0.41538,243.33496,0.2627,520,1
14830,243.94287,0.28903,0.84181,243.66357,0.2793,521,1
14851,244.2876,0.00096,0.34537,244.0083,0.2793,522,1
14857,244.38623,0.00882,0.28525,244.3042,0.08203,523,1
14892,244.96143,0.51716,0.3501,244.59961,0.36182,524,1
14914,245.32275,0.39466,0.87144,245.02734,0.29541,525,1
14942,245.78271,0.522,0.87945,245.38867,0.39404,526,1
14977,246.35791,0.34596,0.81652,246.14404,0.21387,527,1
15014,246.96582,0.28801,0.81789,246.37402,0.5918,528,1
15035,247.31055,0.2533,0.81528,246.98242,0.32813,529,1
15056,247.65576,0.09591,0.90636,247.37646,0.2793,530,1
15077,248.00049,0.54104,0.73962,247.91846,0.08203,531,1
15098,248.3457,0.51798,1.20887,248.06641,0.2793,532,1
15107,248.49414,0.47078,1.26695,248.36182,0.13232,533,1
15133,248.9209,0.47709,1.02409,248.75635,0.16455,534,1
15174,249.59424,0.50061,0.66835,249.23291,0.36133,535,1
15196,249.95557,0.51452,0.55873,249.61084,0.34473,536,1
15226,250.44824,0.49181,0.34435,250.16895,0.2793,537,1
15235,250.59619,0.28569,0.2721,250.46484,0.13135,538,1
15261,251.02344,-0.02363,0.36129,250.66211,0.36133,539,1
15284,251.40137,-0.02031,0.75516,251.08887,0.3125,540,1
15304,251.72998,-0.02649,0.69579,251.4668,0.26318,541,1
15336,252.25537,0.45488,0.88732,251.89404,0.36133,542,1
15365,252.73193,0.52408,0.85429,252.27197,0.45996,543,1
15411,253.48779,0.01478,0.33958,253.04395,0.44385,544,1
15434,253.86572,0.48505,0.27531,253.55322,0.3125,545,1
15447,254.0791,0.30519,0.28844,253.88184,0.19727,546,1
15470,254.46436,0.05089,0.39481,254.14502,0.31934,547,1
15508,255.13037,0.49304,0.39784,254.94092,0.18945,548,1
15529,255.47559,0.46318,0.37981,255.14697,0.32861,549,1
15556,255.91895,0.33453,1.77307,255.70313,0.21582,550,1
15571,256.16553,0.20864,1.63859,255.93555,0.22998,551,1
15596,256.57617,0.04222,1.30543,256.23096,0.34521,552,1
15610,256.80713,0.05038,1.29366,256.59229,0.21484,553,1
15635,257.2168,0.88778,1.49617,257.06934,0.14746,554,1
15719,258.59668,0.73144,1.32821,257.5293,1.06738,555,1
15746,259.04053,0.36785,1.08275,258.81055,0.22998,556,1
15802,259.96045,0.50103,0.91574,259.10596,0.85449,557,1
15818,260.22314,0.22783,0.7127,260.02734,0.1958,558,1
15839,260.56836,0.00845,0.37077,260.28906,0.2793,559,1
15860,260.91309,0.50345,0.43722,260.68799,0.2251,560,1
15884,261.30762,0.37485,1.83001,261.02832,0.2793,561,1
15920,261.89893,0.38104,1.7528,261.37354,0.52539,562,1
15971,262.73682,0.49206,0.5216,262.26074,0.47607,563,1
16000,263.21338,0.49602,0.54484,263.04883,0.16455,564,1
16043,263.91943,0.4828,0.60404,263.72266,0.19678,565,1
16069,264.34668,0.35007,2.02274,263.98535,0.36133,566,1
16093,264.74072,0.55597,2.39426,264.46191,0.27881,567,1
16124,265.25049,0.51937,0.42919,265.05322,0.19727,568,1
16198,266.46582,0.47516,0.38188,266.15381,0.31201,569,1
16219,266.81104,0.44805,0.39436,266.48242,0.32861,570,1
16285,267.89502,0.5138,0.38977,267.41895,0.47607,571,1
16303,268.19092,0.50389,0.38726,267.91162,0.2793,572,1
16348,268.93018,0.47484,0.3557,268.45361,0.47656,573,1
16371,269.30811,0.43839,0.33729,268.94678,0.36133,574,1
16390,269.62012,0.48095,0.36759,269.32422,0.2959,575,1
16447,270.55664,0.50427,0.34071,269.63672,0.91992,576,1
16497,271.37793,0.59251,0.31663,270.57275,0.80518,577,1
16532,271.95264,0.61033,0.26979,271.39453,0.55811,578,1
16581,272.75781,0.62334,0.20108,271.96924,0.78857,579,1
16653,273.94092,0.58005,0.27518,272.77441,1.1665,580,1
16669,274.20361,0.58035,0.28267,273.95703,0.24658,581,1
16695,274.63086,0.53173,0.38284,274.22021,0.41064,582,1
16770,275.86279,0.53716,0.33152,274.64697,1.21582,583,1
16801,276.37207,0.53255,0.27037,275.87939,0.49268,584,1
16838,276.97998,0.53633,0.11896,276.43799,0.54199,585,1
16862,277.37402,0.53411,0.47102,277.09473,0.2793,586,1
16911,278.1792,0.53679,0.46771,277.39063,0.78857,587,1
16927,278.44238,0.53924,0.47388,278.1958,0.24658,588,1
16940,278.65576,0.59118,2.26783,278.60645,0.04932,589,1
16962,279.01709,0.51546,0.49916,278.77051,0.24658,590,1
16992,279.51025,0.51854,0.43257,279.13232,0.37793,591,1
17016,279.9043,0.5058,0.32789,279.52637,0.37793,592,1
17103,281.3335,0.4255,0.32378,279.9209,1.4126,593,1
17137,281.89209,0.42676,0.30116,281.3501,0.54199,594,1
17173,282.48389,0.47594,0.44201,281.95801,0.52588,595,1
17261,283.9292,0.47763,0.39749,282.50049,1.42871,596,1
17280,284.24121,0.52963,2.06024,284.09375,0.14746,597,1
17321,284.91455,0.50269,0.45542,284.30713,0.60742,598,1
17340,285.22705,0.56578,0.21039,284.98047,0.24658,599,1
17354,285.45703,0.4682,0.33196,285.24365,0.21338,600,1
17383,285.93359,0.41151,0.38651,285.47314,0.46045,601,1
17410,286.37695,0.40062,0.45214,285.95068,0.42627,602,1
17425,286.62354,0.38345,0.39726,286.39355,0.22998,603,1
17442,286.90283,0.42444,0.34634,286.63965,0.26318,604,1
17459,287.18213,0.62568,0.24911,286.96826,0.21387,605,1
17481,287.54443,0.59778,0.21716,287.19824,0.34619,606,1
17515,288.10205,0.55612,0.28766,287.55957,0.54248,607,1
17549,288.66162,0.5187,0.31002,288.11865,0.54297,608,1
17569,288.98926,0.5171,0.38154,288.67676,0.3125,609,1
17586,289.26855,0.59502,1.91475,289.104,0.16455,610,1
17626,289.92529,0.52283,0.46036,289.33398,0.59131,611,1
17640,290.15576,0.51654,0.39686,289.94189,0.21387,612,1
17659,290.46777,0.4956,0.36602,290.17188,0.2959,613,1
17675,290.73047,0.41837,0.33907,290.48389,0.24658,614,1
17702,291.17383,0.40113,0.28811,290.74658,0.42725,615,1
17734,291.69971,0.35595,0.32569,291.19043,0.50928,616,1
17764,292.19238,0.36533,0.3424,291.71631,0.47607,617,1
17788,292.58691,0.43256,0.31783,292.20898,0.37793,618,1
17823,293.16211,0.4684,0.2818,292.60352,0.55859,619,1
17871,293.9502,0.50505,0.28832,293.17871,0.77148,620,1
17898,294.39404,0.50331,0.30716,293.9668,0.42725,621,1
17927,294.87012,0.5007,0.40899,294.45947,0.41064,622,1
17988,295.87256,0.51655,0.29321,294.88672,0.98584,623,1
17999,296.05322,0.5258,0.51351,295.88867,0.16455,624,1
18015,296.31641,0.58994,2.03897,296.11914,0.19727,625,1
18032,296.59521,0.56136,0.41314,296.38184,0.21338,626,1
18104,297.77832,0.53065,0.27425,296.66113,1.11719,627,1
18141,298.38574,0.52217,0.28135,297.79443,0.59131,628,1
18189,299.1748,0.53252,0.28317,298.40283,0.77197,629,1
18211,299.53613,0.529,0.22325,299.19092,0.34521,630,1
18229,299.83203,0.53437,0.28652,299.55273,0.2793,631,1
18285,300.75195,0.52984,0.36044,299.84814,0.90381,632,1
18325,301.40869,0.52724,0.32189,300.76807,0.64063,633,1
18411,302.82178,0.5106,0.32174,301.42529,1.39648,634,1
18449,303.4458,0.49695,0.34798,302.83789,0.60791,635,1
18473,303.84033,0.51118,0.27083,303.4624,0.37793,636,1
18494,304.18506,0.51923,0.28831,303.85693,0.32813,637,1
18511,304.46436,0.52902,0.25389,304.20166,0.2627,638,1
18525,304.69434,0.51915,2.06614,304.57959,0.11475,639,1
18558,305.23682,0.53652,0.40525,304.76025,0.47656,640,1
18612,306.12402,0.53869,0.34707,305.25293,0.87109,641,1
18622,306.28809,0.42765,0.45961,306.14014,0.14795,642,1
18661,306.92871,0.37657,0.88272,306.55078,0.37793,643,1
18706,307.66797,0.50256,0.38747,306.99463,0.67334,644,1
18743,308.27588,0.4566,0.43143,307.7832,0.49268,645,1
18768,308.68652,0.47544,0.4242,308.29248,0.39404,646,1
18792,309.08105,0.48883,0.43603,308.70459,0.37646,647,1
18836,309.80371,0.48399,0.45921,309.09717,0.70654,648,1
18868,310.32959,0.49253,0.27904,309.86963,0.45996,649,1
18892,310.72363,0.4995,0.28336,310.3457,0.37793,650,1
18930,311.34814,0.48058,0.3177,310.74023,0.60791,651,1
18946,311.61084,0.53585,0.37597,311.36426,0.24658,652,1
18964,311.90674,0.54214,0.48721,311.62744,0.2793,653,1
18996,312.43213,0.54273,0.51996,311.92285,0.50928,654,1
19017,312.77734,0.54799,0.41428,312.44873,0.32861,655,1
19035,313.07275,0.54726,0.39086,312.84277,0.22998,656,1
19054,313.38525,0.55035,0.4216,313.08936,0.2959,657,1
19083,313.86133,0.53662,0.4311,313.40186,0.45947,658,1
19106,314.23926,0.52831,0.13933,313.92725,0.31201,659,1
19122,314.50244,0.52429,0.26933,314.25586,0.24658,660,1
19152,314.99512,0.52061,0.31472,314.51855,0.47656,661,1
19166,315.2251,0.55991,1.9619,315.10986,0.11523,662,1
19188,315.58643,0.51764,0.43787,315.33984,0.24658,663,1
19206,315.88232,0.49713,0.46726,315.65234,0.22998,664,1
19249,316.58838,0.49492,0.36592,316.04639,0.54199,665,1
19275,317.01563,0.44261,0.30602,316.60498,0.41064,666,1
19291,317.27832,0.44342,0.30431,317.03223,0.24609,667,1
19398,319.03613,0.49152,0.36453,317.29492,1.74121,668,1
19424,319.46338,0.53325,0.31879,319.05273,0.41064,669,1
19481,320.3999,0.55188,0.25796,319.47998,0.91992,670,1
19500,320.71191,0.56226,0.15321,320.46582,0.24609,671,1
19562,321.73047,0.54471,0.31478,320.77783,0.95264,672,1
19628,322.81494,0.53008,0.37006,321.74707,1.06787,673,1
19643,323.06104,0.53647,1.86538,322.92969,0.13135,674,1
19712,324.19482,0.54037,0.28719,323.12695,1.06787,675,1
19756,324.91797,0.52931,0.36874,324.21143,0.70654,676,1
19775,325.22998,0.52314,0.35652,324.93408,0.2959,677,1
19809,325.78857,0.52049,0.43416,325.24609,0.54248,678,1
19826,326.06787,0.51377,0.30509,325.80469,0.26318,679,1
19843,326.34668,0.51415,0.17333,326.08398,0.2627,680,1
19866,326.7251,0.52004,0.04813,326.4126,0.3125,681,1
19911,327.46387,0.52397,0.13199,326.74121,0.72266,682,1
19938,327.90771,0.52614,0.18364,327.48047,0.42725,683,1
19981,328.61426,0.52302,0.18359,327.92383,0.69043,684,1
19994,328.82764,0.5888,2.04273,328.729,0.09863,685,1
20017,329.20557,0.52172,0.38001,328.94238,0.26318,686,1
20042,329.61621,0.50489,0.33948,329.22217,0.39404,687,1
20067,330.02686,0.51934,0.24528,329.63281,0.39404,688,1
20097,330.51953,0.54098,0.39826,330.09277,0.42676,689,1
20115,330.81543,0.5482,0.39337,330.53613,0.2793,690,1
20135,331.14404,0.55764,0.33921,330.83203,0.31201,691,1
20156,331.48877,0.53504,0.38178,331.16064,0.32813,692,1
20181,331.8999,0.54564,0.20295,331.55469,0.34521,693,1
20208,332.34326,0.53734,0.3431,331.91602,0.42725,694,1
20224,332.60596,0.5298,0.32804,332.35938,0.24658,695,1
20239,332.85254,0.55252,1.85196,332.72119,0.13135,696,1
20289,333.67383,0.5204,0.29042,332.91846,0.75537,697,1
20317,334.13379,0.50141,0.3134,333.69043,0.44336,698,1
20383,335.21826,0.5222,0.37637,334.15039,1.06787,699,1
20410,335.66162,0.54898,0.23515,335.28369,0.37793,700,1
20447,336.26953,0.55631,0.21757,335.67822,0.59131,701,1
20468,336.61475,0.5516,0.29287,336.28613,0.32861,702,1
20506,337.23877,0.54454,0.2177,336.63135,0.60742,703,1
20522,337.50195,0.53947,0.34069,337.25537,0.24658,704,1
20533,337.68262,0.57175,2.0627,337.6167,0.06592,705,1
20558,338.09326,0.542,0.39881,337.79736,0.2959,706,1
20586,338.55322,0.56625,0.26017,338.10938,0.44385,707,1
20610,338.94775,0.55824,0.25399,338.56982,0.37793,708,1
20627,339.22656,0.52232,0.34326,338.96387,0.2627,709,1
20659,339.75244,0.47155,0.36354,339.24316,0.50928,710,1
20678,340.06445,0.46598,0.31049,339.76904,0.29541,711,1
20695,340.34375,0.47961,0.33923,340.08105,0.2627,712,1
20713,340.63965,0.48816,0.31384,340.36035,0.2793,713,1
20765,341.49365,0.48546,0.33543,340.65625,0.8374,714,1
20842,342.75879,0.51966,0.38392,341.51025,1.24854,715,1
20891,343.56396,0.49599,0.31586,342.77539,0.78857,716,1
20913,343.92529,0.50027,0.35357,343.58008,0.34521,717,1
20930,344.20459,0.51603,0.28557,343.94141,0.26318,718,1
20945,344.45068,0.53943,0.28001,344.22119,0.22949,719,1
20966,344.7959,0.56854,0.36246,344.46729,0.32861,720,1
20983,345.0752,0.58113,0.3711,344.8125,0.2627,721,1
21008,345.48584,0.56402,0.37749,345.0918,0.39404,722,1
21032,345.87988,0.54251,0.18592,345.55176,0.32813,723,1
21070,346.50439,0.53405,0.33459,345.9458,0.55859,724,1
21088,346.80029,0.52896,0.22097,346.57031,0.22998,725,1
21100,346.99707,0.54014,0.50025,346.86572,0.13135,726,1
21113,347.21094,0.5613,1.77759,347.06299,0.14795,727,1
21197,348.59082,0.50372,0.35252,347.27637,1.31445,728,1
21260,349.62598,0.5183,0.21597,348.65674,0.96924,729,1
21322,350.64453,0.53554,0.18678,349.64209,1.00244,730,1
21385,351.6792,0.51916,0.421,350.70996,0.96924,731,1
21415,352.17236,0.53436,0.37766,351.69629,0.47607,732,1
21435,352.50098,0.53072,0.41999,352.18848,0.3125,733,1
21457,352.8623,0.54111,0.46416,352.51709,0.34521,734,1
21477,353.19092,0.57287,0.49232,352.87842,0.3125,735,1
21499,353.55225,0.54793,0.44627,353.20703,0.34521,736,1
21534,354.12695,0.50622,0.35573,353.56885,0.55811,737,1
21567,354.66943,0.49807,0.2979,354.14355,0.52588,738,1
21595,355.12939,0.49715,0.32244,354.68555,0.44385,739,1
21656,356.13135,0.49437,0.34358,355.14551,0.98584,740,1
21697,356.80469,0.4717,0.36756,356.14795,0.65674,741,1
21717,357.1333,0.22586,0.82087,356.87061,0.2627,742,1
21730,357.34717,0.26437,0.70479,357.15039,0.19678,743,1
21756,357.77441,0.47023,0.4287,357.4126,0.36182,744,1
21786,358.26709,0.49302,0.33928,357.79053,0.47656,745,1
21811,358.67773,0.44925,0.32387,358.28369,0.39404,746,1
21832,359.02295,-0.19848,0.48287,358.79297,0.22998,747,1
21848,359.28564,-0.02372,0.68919,359.08838,0.19727,748,1
21867,359.59766,0.43616,0.44925,359.40088,0.19678,749,1
21924,360.53418,0.43979,0.33793,359.66357,0.87061,750,1
22003,361.83203,0.48821,0.34251,360.55078,1.28125,751,1
22049,362.58789,0.54129,0.30207,361.84863,0.73926,752,1
22069,362.9165,0.58068,0.17291,362.604,0.3125,753,1
22094,363.32764,0.57242,0.15487,362.93262,0.39502,754,1
22125,363.83643,0.48247,0.2573,363.39258,0.44385,755,1
22162,364.44434,0.48444,0.3051,363.85254,0.5918,756,1
22175,364.65771,0.57565,1.90359,364.55908,0.09863,757,1
22202,365.10156,0.51268,0.3859,364.72314,0.37842,758,1
22228,365.52832,0.4962,0.28102,365.11768,0.41064,759,1
22255,365.97217,0.48213,0.26253,365.54492,0.42725,760,1
22278,366.34961,0.49212,0.33252,365.98828,0.36133,761,1
22311,366.89209,0.48552,0.3312,366.36621,0.52588,762,1
22365,367.7793,0.46811,0.3749,366.9082,0.87109,763,1
22490,369.83252,0.54666,0.40664,367.79541,2.03711,764,1
22521,370.3418,0.50123,0.39338,369.84912,0.49268,765,1
22541,370.67041,0.41528,0.41678,370.3584,0.31201,766,1
22572,371.17969,0.33175,0.45105,370.68701,0.49268,767,1
22593,371.5249,0.34583,0.3172,371.24561,0.2793,768,1
22630,372.13281,0.4039,0.33446,371.54102,0.5918,769,1
22654,372.52686,0.42811,0.36608,372.14893,0.37793,770,1
22671,372.80615,0.44577,0.34423,372.54346,0.2627,771,1
22712,373.47998,0.45893,0.20682,372.82275,0.65723,772,1
22733,373.82471,0.46826,0.28836,373.49609,0.32861,773,1
22768,374.39941,0.46473,0.19389,373.89063,0.50879,774,1
22785,374.6792,0.41205,0.77499,374.46533,0.21387,775,1
22798,374.89258,0.37447,0.63809,374.69531,0.19727,776,1
22819,375.23779,0.46373,0.24335,374.9585,0.2793,777,1
22839,375.56592,0.46188,0.36827,375.30322,0.2627,778,1
22862,375.94385,0.44584,0.33483,375.58252,0.36133,779,1
22881,376.25586,0.47769,0.37779,375.96045,0.29541,780,1
22891,376.42041,0.48848,0.38887,376.27246,0.14795,781,1
22919,376.88037,0.48899,0.33049,376.63379,0.24658,782,1
22941,377.2417,0.48366,0.31376,376.89697,0.34473,783,1
22961,377.57031,0.43963,0.23206,377.30762,0.2627,784,1
23019,378.52295,0.44915,0.34818,377.83301,0.68994,785,1
23040,378.86816,0.47765,0.32088,378.53955,0.32861,786,1
23062,379.22949,0.47956,0.349,378.88477,0.34473,787,1
23080,379.52539,0.47617,0.3414,379.29541,0.22998,788,1
23101,379.87012,0.47709,0.36193,379.54199,0.32813,789,1
23120,380.18262,0.48456,0.30764,379.88672,0.2959,790,1
23136,380.44531,0.52227,0.29562,380.19873,0.24658,791,1
23157,380.79004,0.54355,0.27029,380.46191,0.32813,792,1
23172,381.03662,0.55457,0.17459,380.80664,0.22998,793,1
23188,381.2998,0.56208,0.22741,381.05322,0.24658,794,1
23208,381.62793,0.56191,0.2281,381.31592,0.31201,795,1
23245,382.23584,0.58555,0.31463,381.64453,0.59131,796,1
23271,382.66309,0.5449,0.30693,382.25244,0.41064,797,1
23319,383.45166,0.47777,0.33524,382.67969,0.77197,798,1
23332,383.66504,0.51068,0.52428,383.46777,0.19727,799,1
23342,383.82959,0.55426,2.06452,383.73096,0.09863,800,1
23398,384.74951,0.49901,0.40271,383.89551,0.854,801,1
23417,385.06299,0.43789,0.42545,384.76611,0.29688,802,1
23434,385.34082,0.33255,0.72268,385.12744,0.21338,803,1
23473,385.98145,0.44599,0.28501,385.40674,0.57471,804,1
23516,386.68799,0.49302,0.25584,386.49072,0.19727,805,1
23540,387.08203,0.45616,0.42682,386.75391,0.32813,806,1
23617,388.34814,0.45136,0.38022,387.09863,1.24951,807,1
23715,389.95752,0.50818,0.3496,388.36377,1.59375,808,1
23742,390.40088,0.60122,0.4261,390.02295,0.37793,809,1
23781,391.0415,0.63036,0.44095,390.41748,0.62402,810,1
23801,391.37012,0.59354,0.34983,391.05811,0.31201,811,1
23830,391.84619,0.55589,0.33322,391.38672,0.45947,812,1
23855,392.25732,0.55954,0.26727,391.86279,0.39453,813,1
23905,393.07861,0.54067,0.38119,392.27344,0.80518,814,1
23923,393.37451,0.54962,0.30723,393.14453,0.22998,815,1
23965,394.06445,0.53926,0.33406,393.39063,0.67383,816,1
23978,394.27783,0.54238,0.28616,394.08057,0.19727,817,1
23997,394.59033,0.51151,0.41951,394.39307,0.19727,818,1
24023,395.01709,0.50255,0.34401,394.80371,0.21338,819,1
24042,395.3291,0.46402,0.31886,395.03369,0.29541,820,1
24071,395.80566,0.42991,0.38034,395.39502,0.41064,821,1
24088,396.08496,0.34656,0.89881,395.87158,0.21338,822,1
24103,396.33154,0.38021,0.9225,396.10156,0.22998,823,1
24123,396.66016,0.50419,0.91307,396.34814,0.31201,824,1
24136,396.87354,0.50332,0.64973,396.67627,0.19727,825,1
24178,397.56348,0.49462,0.3778,396.93945,0.62402,826,1
24220,398.25342,0.49762,0.3377,397.58008,0.67334,827,1
24264,398.97656,0.49867,0.35899,398.27002,0.70654,828,1
24281,399.25537,0.50106,0.32649,399.04199,0.21338,829,1
24298,399.53516,0.51071,0.32448,399.27197,0.26318,830,1
